id,year,course name
2419419,3,b.com.
2419418,2,b.com.
2419417,1,b.com.
2790289,1,electrical engineering
2790290,2,electrical engineering
2790291,3,electrical engineering
2790384,1,general
2790385,2,general
2790396,1,i.t
2790397,2,i.t
2790398,3,i.t
2790417,1,ca
2790418,2,ca
2790419,3,ca
2790434,1,mechanical related subjects
2790435,2,mechanical related subjects
2790436,3,mechanical related subjects
2790437,4,mechanical related subjects
2790454,1,information subjects
2790455,2,information subjects
2790456,3,information subjects
2790457,4,information subjects
2790463,1,science
2790464,2,science
2790465,3,science
2790478,1,arts
2790479,2,arts
2790480,3,arts
2790499,1,dental
2790500,2,dental
2790501,3,dental
2790502,4,dental
2790503,5,dental
2790519,1,ece
2790520,2,ece
2790521,3,ece
2790522,4,ece
2790539,1,sahitya
2790540,2,sahitya
2789391,3,management
2789389,1,management
2789390,2,management
2790594,1,chmistry
2790595,2,chmistry
2790598,1,bca
2790599,2,bca
2790600,3,bca
2790572,1,zoology
2790573,2,zoology
2790657,4,education
2790655,2,education
2790653,3,community medicine
2790651,1,community medicine
2790652,2,community medicine
2790654,1,education
2790658,5,education
2790649,2,anatomy
2790656,3,education
2790648,1,anatomy
2790650,3,anatomy
2790666,1,arts/commerce/science/maths
2790667,2,arts/commerce/science/maths
2790677,1,management
2790678,2,management
2790679,3,management
2790718,1,mechanical
2790719,2,mechanical
2790720,3,mechanical
2790721,4,mechanical
2789348,1,management
2789335,4,technical
2789341,2,technical
2789342,3,technical
2789334,3,technical
2789349,2,management
2789343,4,technical
2789333,2,technical
2789340,1,technical
2789332,1,technical
2790839,1,civil engineering
2790840,2,civil engineering
2790841,3,civil engineering
2790845,1,education
2790846,2,education
2790870,1,commerce
2790871,2,commerce
2790874,1,arts
2790875,2,arts
2790876,3,arts
2790886,1,science
2790887,2,science
2790888,3,science
2790889,1,education
2790890,2,education
2790904,4,botany
2790909,1,biochemistry
2790910,2,biochemistry
2791033,1,mathematics
2791034,2,mathematics
2791168,1,ug
2791169,2,ug
2791170,3,ug
2791171,4,ug
2791192,1,bzc
2791193,2,bzc
2791194,3,bzc
2791212,1,anaesthesiology
2791213,2,anaesthesiology
2791214,3,anaesthesiology
2791250,1,business administration
2791251,2,business administration
2791252,3,business administration
2791288,1,commerce
2791289,2,commerce
2791290,3,commerce
2791359,1,science
2791360,2,science
2791361,3,science
2791409,1,b.sc-m.p.c
2791410,2,b.sc-m.p.c
2791411,3,b.sc-m.p.c
2791441,1,education
2791442,2,education
2791443,1,botany
2791444,2,botany
2791445,3,botany
2791452,1,pali
2791453,2,pali
2791454,3,pali
2791568,1,science(bzc)
2791569,2,science(bzc)
2791570,3,science(bzc)
2791589,1,science
2791590,2,science
2791591,3,science
2791617,1,arts
2791618,2,arts
2791619,3,arts
2791654,1,education
2791655,2,education
2791678,1,arts
2791679,2,arts
2791680,3,arts
2791726,1,mechanical
2791727,2,mechanical
2791728,3,mechanical
2791741,1,commerce
2791742,2,commerce
2791743,3,commerce
2617028,3,commerce
2617027,2,commerce
2617026,1,commerce
2791858,1,law
2791859,2,law
2791860,3,law
2791861,1,3 year ll.b course
2791862,2,3 year ll.b course
2791863,3,3 year ll.b course
2791877,1,education
2792023,4,arthroscopy
2792027,1,coumputer science
2792028,2,coumputer science
2792029,3,coumputer science
2622504,1,nano science & technology
2622496,2,aero dynamics
2622464,4,chemical engineering
2622462,2,chemical engineering
2622495,1,aero dynamics
2622469,1,chemical engineering
2622438,2,scientific computing
2622470,2,chemical engineering
2792086,4,science
2622463,3,chemical engineering
2792127,1,information security
2622461,1,chemical engineering
2622505,2,nano science & technology
2792136,2,information security
2622437,1,scientific computing
2792200,1,computer
2792201,2,computer
2792202,3,computer
2792234,1,science
2792235,2,science
2792236,3,science
2792237,4,science
2792251,1,computer science (lateral entry)
2792252,1,management
2792253,2,management
2792254,3,management
2792304,1,business administration
2792305,2,business administration
2792306,3,business administration
2792336,1,bcom computer
2792337,2,bcom computer
2792338,3,bcom computer
2792342,1,bcom finance and taxation
2792343,2,bcom finance and taxation
2792344,3,bcom finance and taxation
2792348,1,bcom marketing
2792349,2,bcom marketing
2792350,3,bcom marketing
2792377,1,arts
2792378,2,arts
2792379,3,arts
2792380,1,mpcs
2792381,2,mpcs
2792382,3,mpcs
2792464,1,science
2792465,2,science
2792466,3,science
2792540,1,history
2792541,2,history
2792542,3,history
2792543,1,commerce
2792544,2,commerce
2792545,3,commerce
2724614,1,education
2724615,2,education
2792625,1,bcom (general)
2792626,2,bcom (general)
2792627,3,bcom (general)
2792662,1,comp(em)
2792663,2,comp(em)
2792664,3,comp(em)
2792677,1,bzc
2792678,2,bzc
2792679,3,bzc
2792683,1,mecs
2792684,2,mecs
2792685,3,mecs
2792692,1,btzc
2792693,2,btzc
2792694,3,btzc
2792703,1,mech
2792705,3,mech
2792704,2,mech
2792706,4,mech
2792742,1,pg.diploma
2789808,1,mecs
2789809,2,mecs
2789810,3,mecs
2792774,1,commerce
2792775,2,commerce
2792776,3,commerce
2792807,1,english
2792810,1,physical science
2792902,1,eep
2792903,2,eep
2792904,3,eep
2792931,1,nursing
2792932,2,nursing
2792933,3,nursing
2792934,4,nursing
2792943,1,physical science
2792945,1,arts
2792946,2,arts
2792947,3,arts
2792948,1,commerce
2792949,2,commerce
2792950,3,commerce
2792963,1,cbz
2792964,2,cbz
2792965,3,cbz
2792969,1,computer
2792970,2,computer
2792971,3,computer
2792978,1,mpc
2792979,2,mpc
2792980,3,mpc
2793014,1,commerce
2793015,2,commerce
2793016,3,commerce
2793035,1,education
2793048,1,computer engineering
2793049,2,computer engineering
2793050,3,computer engineering
2793076,1,economics
2793126,1,computer applications
2793127,2,computer applications
2793128,3,computer applications
2793163,4,coumputer science
2793177,1,computer science & engineering
2793178,2,computer science & engineering
2793179,3,computer science & engineering
2793180,4,computer science & engineering
2793181,5,computer science & engineering
2793186,4,coumputer science
2793236,1,dmrd
2793237,2,dmrd
2793238,1,tb & chest
2793239,2,tb & chest
2793240,3,tb & chest
2793247,1,medicine
2793248,2,medicine
2793249,3,medicine
2793354,1,electrical & electronics engineering
2793355,2,electrical & electronics engineering
2793356,3,electrical & electronics engineering
2793357,1,civil engineering
2793358,2,civil engineering
2793359,3,civil engineering
2793366,4,sahitya
2708388,3,arts
2708371,3,hons.
2708387,2,arts
2708370,2,hons.
2708369,1,hons.
2708386,1,arts
2793392,1,instrumentation engineering
2793393,2,instrumentation engineering
2793394,3,instrumentation engineering
2793395,4,instrumentation engineering
2793396,1,mba
2793397,2,mba
2793472,1,commerce
2793473,2,commerce
2793474,3,commerce
2793532,1,commerce
2793533,2,commerce
2793534,3,commerce
2793504,3,civil
2793502,1,civil
2793503,2,civil
2793505,4,civil
2793600,1,cmmerce
2793601,2,cmmerce
2793602,3,cmmerce
2793651,1,library and information
2793733,1,science
2793734,2,science
2793735,3,science
2793751,1,cad/cam
2793752,2,cad/cam
2793774,1,mechanical engineering
2793775,2,mechanical engineering
2793776,3,mechanical engineering
2793777,4,mechanical engineering
2793789,1,electrical and electronics engineering
2793790,2,electrical and electronics engineering
2793791,3,electrical and electronics engineering
2793792,4,electrical and electronics engineering
2793801,1,vlsi design and signal processing
2793802,2,vlsi design and signal processing
2793814,1,computer science
2793815,2,computer science
2793816,3,computer science
2793826,1,physical education
2793827,2,physical education
2793828,1,arts
2793829,2,arts
2793830,3,arts
2793859,1,history
2793860,2,history
2793861,3,history
2793930,1,psychology
2793931,2,psychology
2793932,3,psychology
2793939,1,bengali
2793940,2,bengali
2793941,3,bengali
2793951,1,economics
2793952,2,economics
2793953,3,economics
2793972,1,mathematics
2793973,2,mathematics
2793974,3,mathematics
2794032,1,english
2794033,2,english
2794034,3,english
2794047,1,economics
2794048,2,economics
2794049,3,economics
2794065,1,arts
2794066,2,arts
2794067,3,arts
2794101,1,gandhian thought
2794102,2,gandhian thought
2794103,3,gandhian thought
2794119,1,english
2794120,2,english
2794121,3,english
2794137,1,botany
2794138,2,botany
2794139,3,botany
2794168,1,arts
2794169,2,arts
2794170,3,arts
2794314,1,chemical
2794315,2,chemical
2794316,3,chemical
2794317,4,chemical
2794330,1,communication and signal processing
2794331,2,communication and signal processing
2794338,1,mechanical
2794339,2,mechanical
2794340,3,mechanical
2794341,4,mechanical
2794368,1,ug
2794369,2,ug
2794370,3,ug
2794403,1,law
2794404,2,law
2794405,3,law
2794406,4,law
2794407,5,law
2794425,1,vlsi
2794426,2,vlsi
2794536,1,computer
2794537,2,computer
2794538,3,computer
2794539,4,computer
2794548,1,civil
2794549,2,civil
2794550,3,civil
2794551,4,civil
2794571,1,arts
2794572,2,arts
2794573,3,arts
2794624,1,chemistry
2794625,2,chemistry
2794626,1,zoology
2794627,2,zoology
2794719,1,spl. education
2794720,2,spl. education
2794721,1,special education (h.i.)
2794722,2,special education (h.i.)
2794739,1,electrical & electronics engineering
2794740,2,electrical & electronics engineering
2794741,3,electrical & electronics engineering
2794742,4,electrical & electronics engineering
2794755,1,education
2794756,2,education
2794762,1,hindi
2794763,2,hindi
2794764,3,hindi
2794790,4,jmc
2794792,4,sanskrit
2794795,4,hindi
2794801,4,music
2794830,1,economics
2794831,2,economics
2794842,1,political science
2794843,2,political science
2794876,1,mba
2794877,2,mba
2794927,3,arts
2794925,1,arts
2794926,2,arts
2794932,1,pharmaceutics
2794933,2,pharmaceutics
2794947,1,computers
2794948,2,computers
2794949,3,computers
2795042,1,mpharmacypa
2795043,2,mpharmacypa
2795044,1,mpharmacy
2795045,2,mpharmacy
2795049,1,travel tourism & hospitality management
2795050,2,travel tourism & hospitality management
2795051,3,travel tourism & hospitality management
2788919,1,commerce
2788921,3,commerce
2788920,2,commerce
2795074,1,library & information & science
2795092,1,philosophy
2795093,2,philosophy
2795094,3,philosophy
2795109,1,saskrit
2795110,2,saskrit
2795111,3,saskrit
2795124,1,chemistry
2795125,2,chemistry
2795126,3,chemistry
2795133,1,pol-science
2795134,2,pol-science
2795135,3,pol-science
2795182,1,psychology
2795183,2,psychology
2795184,3,psychology
2795197,1,electrical
2795198,1,electrical
2795199,2,electrical
2795200,2,electrical
2795201,3,electrical
2795202,3,electrical
2795229,1,education
2795242,1,nursing
2795243,2,nursing
2795244,3,nursing
2795296,1,medical surgical nursing
2795297,2,medical surgical nursing
2795308,1,mechanical
2795309,2,mechanical
2795310,3,mechanical
2795311,4,mechanical
2795323,1,civil engg
2795324,2,civil engg
2795325,3,civil engg
2795326,4,civil engg
2795334,1,btc-2012
2795335,2,btc-2012
2795352,1,arts
2795353,1,arts
2795354,2,arts
2795355,2,arts
2795356,3,arts
2795357,3,arts
2795364,1,science
2795365,1,science
2795366,2,science
2795367,2,science
2795368,3,science
2795369,3,science
2795498,1,fashion communication
2795499,2,fashion communication
2795500,3,fashion communication
2795501,4,fashion communication
2795583,1,information technology
2795584,2,information technology
2795585,3,information technology
2795586,4,information technology
2795594,1,data science
2795595,2,data science
2795608,4,humanities and social science (h
2795616,1,electronics and communication engineering
2795617,2,electronics and communication engineering
2795634,4,mechanical engineering
2795685,1,arts
2795686,2,arts
2795687,3,arts
2795703,1,arts
2795704,2,arts
2795705,3,arts
2795741,1,commerce
2795742,2,commerce
2795743,3,commerce
2795747,1,science
2795748,2,science
2795749,3,science
2795757,1,arts
2795758,2,arts
2795759,3,arts
2795760,1,science
2795761,2,science
2795762,3,science
2795799,1,physics
2795800,2,physics
2795801,3,physics
2795866,1,engineering
2795867,2,engineering
2795868,3,engineering
2795869,4,engineering
2795884,1,electronics and instrumentation
2795885,2,electronics and instrumentation
2795886,3,electronics and instrumentation
2795887,4,electronics and instrumentation
2795895,1,maths
2795909,1,sanskrit
2795922,1,architecture
2795923,2,architecture
2795928,1,english
2795929,2,english
2795930,1,physics
2795931,2,physics
2795932,3,physics
2795933,4,physics
2795934,5,physics
2795965,1,chemistry
2795966,2,chemistry
2796023,4,engineering
2796104,1,law
2796105,2,law
2796106,3,law
2790241,4,material science and engineering
2790173,4,mathematics
2790186,4,chemistry
2790185,4,chemistry
2790242,4,material science and engineering
2790218,4,civil and environmental engineering
2790217,4,civil and environmental engineering
2790174,4,mathematics
2796081,4,leather design
2796080,3,leather design
2796078,1,leather design
2796079,2,leather design
2796152,1,social studies
2796258,1,mpcs
2796259,2,mpcs
2796260,3,mpcs
2796261,1,res
2796262,2,res
2796263,3,res
2796264,1,mpc
2796265,2,mpc
2796266,3,mpc
2796300,1,arts
2796301,2,arts
2796302,3,arts
2796357,1,bio-chemistry
2796358,2,bio-chemistry
2796359,3,bio-chemistry
2796361,1,zoology
2796362,2,zoology
2796377,1,computer application
2796378,2,computer application
2796379,3,computer application
2796396,1,chemistry
2796397,1,chemistry
2796398,2,chemistry
2796399,2,chemistry
2796400,3,chemistry
2796401,3,chemistry
2796418,1,information technology
2796419,2,information technology
2796434,1,english
2796435,1,english
2796436,2,english
2796437,2,english
2796438,3,english
2796439,3,english
2796543,1,education
2796567,1,coumputer science
2796568,2,coumputer science
2796569,3,coumputer science
2796570,4,coumputer science
2796580,2,nursing
2796584,4,nursing
2796579,1,nursing
2796583,3,nursing
2796582,2,nursing
2796581,1,nursing
2796606,1,mass relation
2796607,2,mass relation
2796610,1,em
2796611,2,em
2796612,3,em
2796613,1,tm
2796614,2,tm
2796615,3,tm
2796616,1,general
2796617,2,general
2796618,3,general
2796656,4,english
2796663,1,economics
2796664,2,economics
2796679,1,political science
2796680,2,political science
2796686,1,refactoring
2796687,2,refactoring
2796688,3,refactoring
2796689,4,refactoring
2796702,1,computer science
2796703,2,computer science
2796704,3,computer science
2796756,1,education
2796757,2,education
2796769,1,management
2796770,2,management
2796771,3,management
2796772,1,music vocal
2796773,2,music vocal
2796774,3,music vocal
2796783,1,political science
2796784,2,political science
2796785,3,political science
2796786,1,computers (ug)
2796787,2,computers (ug)
2796788,3,computers (ug)
2796789,1,economics
2796790,2,economics
2796791,3,economics
2796800,1,hindi
2796801,2,hindi
2796802,3,hindi
2796803,1,computer application
2796804,2,computer application
2796805,3,computer application
2796812,1,nursing
2796813,2,nursing
2796814,3,nursing
2796815,4,nursing
